,username,created_at,cleaned_text
76,abbgroupnews,2023-06-16T12:12:25.000Z,pilot project nonprofit organization collaborative helping engage excite people local community work protecting rebuilding amazon demonstrating possibility ynhlrtidv
77,abbgroupnews,2023-06-19T13:32:10.000Z,race country drive adoption read
78,abbgroupnews,2023-06-21T08:47:04.000Z,took part opening ceremony sixteenth world game berlin proud part world largest inclusive event wish volunteer athlete amazing game
79,abbgroupnews,2023-06-21T10:12:55.000Z,come year tagline believe everyone deserves valued respected regardless sexual orientation gender identity kxblqbcs
80,abbgroupnews,2023-06-21T12:09:44.000Z,formula showcase return largest market weekend world championship return race location oregon round season dppi
81,abbgroupnews,2023-06-23T15:52:29.000Z,title partner formula world championship proud created driver progress award recognise smart energyefficient racing allelectric series weekend elxg
82,abbgroupnews,2023-06-27T13:04:18.000Z,year success electrifying vessel year since installation onboard grid become standard multiple vessel segment read
83,abbgroupnews,2023-06-29T10:23:58.000Z,visiting automatica forget drop zone show newest large battery assembly cell oryhqbfq
84,abbgroupnews,2023-07-03T07:10:34.000Z,collaborate bring generative industrial application read ahugyu
85,abbgroupnews,2023-07-03T16:00:09.000Z,completes sale power conversion division acbel read ywaqx
86,abbgroupnews,2023-07-07T08:04:54.000Z,know built optical sensor board satellite monitor methane across earth gathered help government industry come informed decision meet emission reduction target read uqdqn
87,abbgroupnews,2023-07-10T08:40:57.000Z,update movement global forum aim activate network mover extensively deepen focus industry vertical case energyefficient application read bxvk
88,abbgroupnews,2023-07-10T15:17:58.000Z,rome eprix allelectric gladiator prepare street fight read hbwexzdov
89,abbgroupnews,2023-07-12T08:25:26.000Z,return electrify eternal city driver race round longest track circuito cittadino delleur sweep around obelisco marconi colosseo quadrato south city gfxvbba
90,abbgroupnews,2023-07-14T07:18:09.000Z,helping prepare student future work read
91,abbgroupnews,2023-07-15T05:00:01.000Z,working closely educator close skill robotics package includes training needed teach robotic automation skill student become worker vylg ahja
92,abbgroupnews,2023-07-15T11:06:59.000Z,pole position race go mitch evans jaguar racing tune cest allelectric race action ncrgj
93,abbgroupnews,2023-07-18T06:52:44.000Z,release result cest webcast hosted björn rosengren timo ihamuotila take place cest detail ugwdo
94,abbgroupnews,2023-07-19T07:35:05.000Z,retrofit solution brings security efficiency belgium energy supplier modernization project reduce total cost ownership read sphmjoid
95,abbgroupnews,2023-07-20T05:03:57.000Z,result comparable order growth base recordhigh operational ebita margin read ngwi
96,abbgroupnews,2023-07-20T07:39:54.000Z,positive booktobill ratio recordhigh operational ebita earnings margin confidence outcome allowing sharpen margin expectation björn rosengren discus result head annsofie nordh slhd
97,abbgroupnews,2023-07-26T08:19:46.000Z,flag fall season london champion crowned weekend season world championship come close excel exhibition center zlrqpekbp ntshg
98,abbgroupnews,2023-07-27T14:14:49.000Z,london stage finale electrifying season london tworace season closer world championship season highlight advance sustainable read swybtf tlsi
99,abbgroupnews,2023-07-29T07:43:04.000Z,london calling tune race cest
100,abbgroupnews,2023-07-29T14:10:40.000Z,nick cassidy start pole position fiveplace penalty fastest jaguar mitch evans race start cest dppi ivcuje
101,abbgroupnews,2023-07-29T18:12:13.000Z,world champion congratulation
102,abbgroupnews,2023-07-30T13:49:25.000Z,pole position nick cassidy second formula race start cest dppi mtxoobp
103,abbgroupnews,2023-07-30T18:32:50.000Z,dominant nick cassidy secures season team title team dppi
104,abbgroupnews,2023-07-31T06:21:12.000Z,ambassador lucas grassi mahindra win driver progress award gaining place starting position award recognises smart energy racing
105,abbgroupnews,2023-08-17T08:13:33.000Z,expands partnership electrify world largest battery recycling facility read
106,abbgroupnews,2023-08-22T07:44:04.000Z,invests edgetocloud platform innovator pratexo codevelop edge computing solution improve security autonomy resilience decentralized electrical network read
107,abbgroupnews,2023-08-24T09:04:10.000Z,meet johnie watkins senior field engineer based north carolina everyday hero year belt johnie lead team engineer deliver best possible outcome customer read slozv
108,abbgroupnews,2023-09-01T08:27:40.000Z,adaptability agility meet gloria business manager excelled impressive year pay forward support inspiration received empower woman within team
109,abbgroupnews,2023-09-04T06:11:25.000Z,take review readership survey reader feedback important chart future course review corporate journal invited take part minute survey ksxhj thanks time
110,abbgroupnews,2023-09-06T07:11:25.000Z,invests strategic partnership clean energy startup offer endtoend portfolio investment strengthen position enabler carbon society read ezni
111,abbgroupnews,2023-09-07T07:52:56.000Z,leading achieved significant worldfirst bringing benefit ultrapremium efficiency electric motor hazardous area sector discover vauh
112,abbgroupnews,2023-09-08T08:21:39.000Z,transforming industry achieve productive sustainable future ability execution system brings jujo thermal realtime visibility operational intelligence across value chain find ksiuuoegh
113,abbgroupnews,2023-09-12T10:30:00.000Z,better decision production efficiency stora ability solution optimize streamline renewable packaging production find mfahe dmmr
114,abbgroupnews,2023-09-13T07:03:24.000Z,invest european campus strengthen local local help meet growing demand flexible robotics solution close european customer read hkiq
115,abbgroupnews,2023-09-15T08:23:32.000Z,expanding manufacturing footprint europe build stateoftheart campus sweden providing customer aienabled collaborative industrial digital solution support flexible
116,abbgroupnews,2023-09-21T08:33:44.000Z,power hydrogenfueled container vessel vessel among world demonstrate potential fuel cell clean renewable fuel source discover
117,abbgroupnews,2023-09-22T13:20:29.000Z,leading applicant switzerland find jqvrb
118,abbgroupnews,2023-09-27T08:19:19.000Z,agree global partnership financing clean tech project read kunjzoyf
119,abbgroupnews,2023-10-03T08:44:18.000Z,protects critical work francis crick institute largest biomedical laboratory europe read amfcsya
120,abbgroupnews,2023-10-04T07:30:00.000Z,highest skyscraper guoco tower designed skidmore owings merril impressive highrise public space greenery everyone enhances livability dense urban habitat discover architectural design uhwsfxuq nizma
121,abbgroupnews,2023-10-11T08:17:43.000Z,applies electrical expertise major green site denmark plant produce ton green hydrogen year equivalent barrel year read
122,abbgroupnews,2023-10-17T06:26:38.000Z,release result cest webcast hosted björn rosengren timo ihamuotila take place cest register webcast
123,abbgroupnews,2023-10-18T04:56:31.000Z,result positive booktobill margin cash flow delivery read
124,abbgroupnews,2023-10-18T14:53:44.000Z,timo ihamuotila share thought performance read
125,abbgroupnews,2023-10-25T12:18:48.000Z,extend carbon capture collaboration support future workforce read daus lnkpccs
126,abbgroupnews,2023-10-30T09:12:18.000Z,appoints mathias gaertner general counsel company secretary read cxaa
127,abbgroupnews,2023-10-31T09:24:28.000Z,carnival corporation sign strategic partnership azipod propulsion service read agcx dvxcggn
128,abbgroupnews,2023-11-01T07:56:11.000Z,sorry please contact center mexico qekxndged
129,abbgroupnews,2023-11-13T09:48:00.000Z,announces partnership samsung campt collaboration enable even greater livability large residential commercial building read
130,abbgroupnews,2023-11-16T13:27:51.000Z,investment open multipurpose building investment reaffirms commitment switzerland business location read busr
131,abbgroupnews,2023-11-21T09:13:23.000Z,sign financing drive smart sustainable technology read xumgi
132,abbgroupnews,2023-11-27T17:58:29.000Z,copper producer boost uptime data insight expertise find qqkc
133,abbgroupnews,2023-11-28T06:00:01.000Z,greek city naousa make drop count solution find
134,abbgroupnews,2023-11-30T05:10:20.000Z,capital market setting standard provide update successful transformation financial target company benefit secular trend across area read
135,abbgroupnews,2023-12-08T09:39:50.000Z,belief inclusive netzero future genderneutral parental leave program underscore commitment creating safe fair inclusive working environment people thrive thanks highlighting best practice viafa
136,abbgroupnews,2023-12-11T09:18:00.000Z,collaborate system using endoflife shaft hoist read hvozm
137,abbgroupnews,2023-12-19T09:11:09.000Z,smart robotic solution support target supply next generation volvo read
138,acciona,2023-05-17T07:00:01.000Z,𝗥𝗲𝗱𝘂𝗰𝗶𝗿 𝗥𝗲𝘂𝘁𝗶𝗹𝗶𝘇𝗮𝗿 𝗥𝗲𝗰𝗶𝗰𝗹𝗮𝗿 true circular city based mean talk circular city better tell slep
139,acciona,2023-05-17T12:45:51.000Z,continue training development continuous training method retrain yourself…
140,acciona,2023-05-17T14:42:12.000Z,main challenge come achieving efficient recycling collect clothing item separate according
141,acciona,2023-05-19T05:49:57.000Z,enter thailand wind project develop subsidiary blue cir…
142,acciona,2023-05-19T05:51:17.000Z,vote candidacy presented award gejdylq
143,acciona,2023-05-19T08:12:11.000Z,sustainable cheapest energy used saved
144,acciona,2023-05-19T08:12:29.000Z,innovative device measure quality allow pollution monitored home outdoors for…
145,acciona,2023-05-19T08:54:14.000Z,celebrate event urban vehicle driving you…
146,acciona,2023-05-20T10:00:02.000Z,bee vital planet happen disappeared
147,acciona,2023-05-22T05:50:48.000Z,vote candidacy presented award
148,acciona,2023-05-22T05:51:08.000Z,build riquelmetorrepacheco section murciacartagena
149,acciona,2023-05-22T05:55:02.000Z,metamaterial tactile concrete generate energy
150,acciona,2023-05-22T05:59:27.000Z,crown carén reservoir expansion project chile
151,acciona,2023-05-22T10:46:44.000Z,juan marcona wind turbine already peru
152,acciona,2023-05-22T11:04:40.000Z,real estate future medium term perspective simapro
153,acciona,2023-05-22T15:04:54.000Z,conservation puma chile regeneration ecosystem success story tell miss full story mdrg mglx
154,acciona,2023-05-23T06:47:16.000Z,vote candidacy presented award
155,acciona,2023-05-23T08:10:29.000Z,mallorca green hydrogen ecosystem european island dtra innovation and…
156,acciona,2023-05-23T08:29:27.000Z,hour event urban vehicle driving celebrated pla…
157,acciona,2023-05-23T08:45:37.000Z,miss starting miguel ángel rodríguez expert
158,acciona,2023-05-23T13:25:24.000Z,future
159,acciona,2023-05-23T13:37:57.000Z,start digging incredible thing happen find medieval remains rehabilitation the…
160,acciona,2023-05-23T13:42:43.000Z,start digging incredible thing happen find medieval remains rehabilitation
161,acciona,2023-05-23T13:49:50.000Z,participant innovative interactive experience digital environment edition involved…
162,acciona,2023-05-24T08:48:27.000Z,‘new urban vehicle driving pepe martí
163,acciona,2023-05-24T11:06:18.000Z,receives award risk prevention policy receives recognition merit business management…
164,acciona,2023-05-25T08:23:26.000Z,want part academy program spain ready contact world…
165,acciona,2023-05-25T09:16:30.000Z,impressive
166,acciona,2023-05-25T09:49:36.000Z,recently joined essential participate organization identify…
167,acciona,2023-05-25T13:32:12.000Z,want part academy program ready contact professional world
168,acciona,2023-05-26T06:48:56.000Z,study help understand employment implication specialized generalist professional staying…
169,acciona,2023-05-29T07:34:34.000Z,develop corrosion protection strategy analyze temperature pattern industrial boilers…
170,acciona,2023-05-29T07:42:41.000Z,initiative promote honey production around sishen photovoltaic plant
171,acciona,2023-05-29T07:44:20.000Z,impressive photovoltaic plant installed atacama desert chile represents logistical 𝗴𝗿𝗮𝗻 𝗿𝗲𝘁𝗼…
172,acciona,2023-05-29T07:47:01.000Z,level market demand difference institutional final client final client
173,acciona,2023-05-29T10:58:11.000Z,edition academy program spain involved ever bringing the…
174,acciona,2023-05-30T06:17:43.000Z,converting waste resource pillar circular economy researcher
175,acciona,2023-05-30T06:17:53.000Z,niparmox efficient technology line sustainability operation opauklk…
176,acciona,2023-05-30T06:17:54.000Z,study help understand employment implication specialized generalist professional staying
177,acciona,2023-05-30T06:18:00.000Z,according human activity altered quarter terrestrial environment around marine environment
178,acciona,2023-05-30T06:48:03.000Z,news canada celebrate second stop phyllis tunnel boring machine future broadwaycity hall station
179,acciona,2023-05-30T08:15:51.000Z,signed success previous edition edition program arrives…
180,acciona,2023-05-31T06:34:36.000Z,fissac facilitates exchange information involving interested agent level value chain…
181,acciona,2023-05-31T06:35:47.000Z,assembly josé manuel entrecanales especially equipped lead…
182,acciona,2023-05-31T06:43:26.000Z,start digging incredible thing happen find medieval remains rehabilitation the…
183,acciona,2023-05-31T12:01:12.000Z,latest news impressive project miss anything iuhywowh
184,acciona,2023-06-01T06:37:11.000Z,partner celebrate arrival tunnel boring machine second broadway metro station canada…
185,acciona,2023-06-01T06:37:45.000Z,energía partner shopping center manager urbil usurbil guipúzcoa berceo logroño alcora plaza…
186,acciona,2023-06-01T06:37:50.000Z,energía blue circle enter thailand wind project
187,acciona,2023-06-01T07:11:18.000Z,program spain intensive training prepare world…
188,acciona,2023-06-01T07:55:02.000Z,noon hold general shareholder meeting follow live social network the…
189,acciona,2023-06-01T08:58:11.000Z,year looking pioneering solution desalination purification purification reuse water maxi…
190,acciona,2023-06-01T15:20:37.000Z,​​you want part academy program ready contact professional world
191,acciona,2023-06-02T10:01:00.000Z,obstacle discover generation bridge contributes promoting
192,acciona,2023-06-04T09:47:00.000Z,freaked news metamaterial tactile concrete generate energy
193,acciona,2023-06-05T14:35:59.000Z,discover news company experienced
194,acciona,2023-06-07T06:52:28.000Z,objective achieved
195,acciona,2023-06-07T06:54:33.000Z,solar desalination plant based banana skin
196,acciona,2023-06-07T06:55:28.000Z,javier cerrudo technical area innovation manager joined madrid summit talk about…
197,acciona,2023-06-07T06:56:22.000Z,glad think really
198,acciona,2023-06-07T07:07:39.000Z,discover news company experienced
199,acciona,2023-06-08T07:00:01.000Z,reason take care ocean atwvpq
200,acciona,2023-06-08T08:28:41.000Z,opening edward burtynsky african study waiting the…
201,acciona,2023-06-08T08:47:23.000Z,next xiii international congress theme looking future eduard participate presentation hades tool comprehensive predictive control wwtps digital twin sign
202,acciona,2023-06-08T08:51:36.000Z,presence micó reche head purification resource area xiii international congress miss ajuuy vmexe
203,acciona,2023-06-08T09:02:09.000Z,xiii international congress participation paula perez water digital transformation manager speaking digitalization field circular economy model xjjqlal alvitsp
204,acciona,2023-06-08T11:00:02.000Z,protecting ocean mean protecting humanity miss story meter deep famous oceanographer planet nqjn
205,acciona,2023-06-09T09:52:24.000Z,open innovation sound wait find help achieve
206,acciona,2023-06-09T09:55:28.000Z,augmented reality allow wall
207,acciona,2023-06-09T09:56:37.000Z,exhibition afternoon exhibition african study open presenting work
208,acciona,2023-06-09T11:25:06.000Z,video current status construction pattullo bridge fraser river vancouver canada future attracts…
209,acciona,2023-06-09T11:29:02.000Z,celebrate received award research innovation best exterior career contribution area road engineering gnzju
210,acciona,2023-06-09T12:21:10.000Z,inaugurated exhibition african study edward burtynsky artist excellent work show vulnerability african population impact industrial activity contrast magnificence virgin landscape ocyzdhvhc
211,acciona,2023-06-09T14:00:40.000Z,second edition program start peru development program focus talent…
212,acciona,2023-06-10T10:00:00.000Z,lift wind blade meter heavy crane answer
213,acciona,2023-06-11T10:00:00.000Z,know already achieved positive impact continent supported local team volunteer brings clean water energy remote community proud
214,acciona,2023-06-12T06:05:46.000Z,face tedious complicated task work follow path frustration
215,acciona,2023-06-12T06:20:11.000Z,interested program opportunity sign
216,acciona,2023-06-12T11:02:44.000Z,acquired jointventure enhance selfconsumption generation business…
217,acciona,2023-06-13T10:51:34.000Z,eduard muñoz craviotto water innovation team present project hades tool…
218,acciona,2023-06-13T13:37:50.000Z,elena digital business development smart society manager engineer innovator mother driving…
219,acciona,2023-06-13T14:00:04.000Z,malaga miss manager responsible purchasing process system aitor gonzález summit information registration
220,acciona,2023-06-14T09:51:57.000Z,interested program opportunity
221,acciona,2023-06-14T11:41:24.000Z,elena digital business development smart society manager engineer innovator mother promoting…
222,acciona,2023-06-14T15:06:38.000Z,receives award construmat corrochip project
223,acciona,2023-06-14T19:42:44.000Z,president josé manuel entrecanales partner opportunity yesterday present project…
224,acciona,2023-06-15T06:16:46.000Z,study prof employee motivation satisfaction increase affirmative leadership practiced…
225,acciona,2023-06-15T13:53:21.000Z,sima mean asís colomina director real estate promotion spain give answer…
226,acciona,2023-06-15T15:10:36.000Z,great news awarded section bilbao metro thus promoting sustainable mobility city…
227,acciona,2023-06-16T11:28:53.000Z,great news awarded section bilbao metro thus promoting sustainable mobility city…
228,acciona,2023-06-16T12:00:02.000Z,mattias ekström perfect partner know impression team driver inspiration rapport xvws
229,acciona,2023-06-19T06:08:22.000Z,bamboo biodegradable plastic tower collect water aarhxowd
230,acciona,2023-06-19T07:16:21.000Z,possible defend work ethic talk individual responsibility immorality…
231,acciona,2023-06-19T07:16:45.000Z,study prof employee motivation satisfaction increase affirmative leadership practiced…
232,acciona,2023-06-19T18:00:01.000Z,story plant dinosaur largest wind farm southern hemisphere story contribution environmental research kwlfi
233,acciona,2023-06-20T08:26:01.000Z,fostering work environment based respect integrity responsibility contributes wellbeing
234,acciona,2023-06-20T13:41:20.000Z,complete provider sustainable infrastructure solution world
235,acciona,2023-06-20T17:41:41.000Z,company able adapt need time sustainable infrastructure solution provid…
236,acciona,2023-06-21T07:29:37.000Z,lighting home make difference give keys…
237,acciona,2023-06-22T15:48:18.000Z,recognized project digitization health safety management project data analysis center smart center share congratulation dodoar
238,acciona,2023-06-22T20:00:00.000Z,virtual project promoted combine drone imaging able visit architectural jewel afghanistan leaving home
239,acciona,2023-06-23T06:26:35.000Z,floating photovoltaics clean energy additional advantage proven sierra brava plant
240,acciona,2023-06-23T09:55:04.000Z,wind farm solar plant smart sustainable solution work woman country
241,acciona,2023-06-23T09:55:06.000Z,international woman engineering reflect present future
242,acciona,2023-06-23T11:34:33.000Z,news awarded construction public work mining power award project sagrera central speed ​​station barcelona sbtw
243,acciona,2023-06-23T12:49:31.000Z,recognized inclusion commitment sustainability various socially responsible organizations…
244,acciona,2023-06-26T06:22:47.000Z,internet addiction experienced peak reversing digital addiction midst rise teleworking seems
245,acciona,2023-06-26T13:28:15.000Z,expand collaboration additional help meet power goal…
246,acciona,2023-06-27T06:44:43.000Z,castilla león spain
247,acciona,2023-06-27T13:57:17.000Z,complete provider sustainable infrastructure solution world
248,acciona,2023-06-27T13:57:37.000Z,expands collaboration amazon clean energy digital transformation
249,acciona,2023-06-28T18:34:31.000Z,complete provider sustainable infrastructure solution world
250,acciona,2023-06-29T09:04:45.000Z,deep knowledge business intensive training skill networking business case…
251,acciona,2023-06-29T09:06:17.000Z,want live experience program promotes talent adapting need
252,acciona,2023-06-29T13:42:58.000Z,amazon announced extension energy purchase sale agreement help amazon fulfill…
253,acciona,2023-06-30T09:34:38.000Z,​​you want live experience program promotes talent adapting need
254,acciona,2023-07-01T10:00:00.000Z,floating photovoltaics clean energy additional advantage proof button directly real plant sierra brava plant spain zabba
257,acciona,2023-07-04T06:55:17.000Z,countdown
258,acciona,2023-07-04T06:55:35.000Z,expands collaboration amazon clean energy digital transformation plyah
259,acciona,2023-07-05T06:48:42.000Z,youve waiting weve waiting island prix back
260,acciona,2023-07-05T06:49:10.000Z,thank much
261,acciona,2023-07-05T08:17:16.000Z,discover news company experienced iskshzn
264,acciona,2023-07-08T09:07:14.000Z,broadcast schedule weekend
265,acciona,2023-07-08T14:22:40.000Z,final programme vikj
266,acciona,2023-07-08T14:42:09.000Z,minute voting open gridplay support driver race vote help great team
267,acciona,2023-07-08T15:18:01.000Z,come final pouplwf
268,acciona,2023-07-09T07:37:39.000Z,help choose starting position final vote laia vote mattias
269,acciona,2023-07-09T07:37:50.000Z,race coming kdzzr
270,acciona,2023-07-09T07:37:54.000Z,check watch
271,acciona,2023-07-09T09:01:13.000Z,live lqtok
272,acciona,2023-07-09T13:46:32.000Z,heat final goooo
273,acciona,2023-07-09T15:57:48.000Z,want know supprting leave comment zrhrthxmw
275,acciona,2023-07-10T11:07:12.000Z,news invest machine learning partner predict real behavior terrain execution tunnel construction project detail
276,acciona,2023-07-10T14:59:20.000Z,celebrated edition global executive program igep collaboration manager actively participated program line commitment people
277,acciona,2023-07-11T07:18:19.000Z,discover elena navarros story digital business development smart society manager
